what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314369999608
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314369999619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370002199
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370007911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370016670
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314370025050
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314370028108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370028119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370031150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370031803
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1314370157836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314370159409
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314375941243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376185056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376437891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376448585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376839952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376841033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376867241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314376868964
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378941713
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314378942963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378953614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378954972
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314378957121
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314378959912
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201106081058,"org.eclipse.cdt.debug.core",1314378960115
started,bundle,org.eclipse.cdt.debug.ui,7.1.0.201106081058,"org.eclipse.cdt.debug.ui",1314378960121
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314378960126
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314378960173
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1314378960642
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314378960857
started,bundle,org.eclipse.linuxtools.cdt.libhover,1.1.0.201106060936,"org.eclipse.linuxtools.cdt.libhover",1314378963580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314378964415
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314378965878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378969894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378971582
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314378974268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378977822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314378996033
started,bundle,org.eclipse.linuxtools.profiling.launch,0.7.0.201106060936,"org.eclipse.linuxtools.profiling.launch",1314378998025
started,bundle,org.eclipse.linuxtools.callgraph.launch,0.0.1.201106060936,"org.eclipse.linuxtools.callgraph.launch",1314378998031
started,bundle,org.eclipse.linuxtools.oprofile.launch,0.3.1.201106060936,"org.eclipse.linuxtools.oprofile.launch",1314378998037
started,bundle,org.eclipse.linuxtools.valgrind.core,0.7.0.201106060936,"org.eclipse.linuxtools.valgrind.core",1314378998060
started,bundle,org.eclipse.linuxtools.valgrind.launch,0.7.0.201106060936,"org.eclipse.linuxtools.valgrind.launch",1314378998061
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314378999926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379012385
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1314379040680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379040705
started,bundle,org.eclipse.cdt.dsf,2.2.0.201106081058,"org.eclipse.cdt.dsf",1314379043162
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201106081058,"org.eclipse.cdt.dsf.gdb",1314379043172
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1314379043236
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201106081058,"org.eclipse.cdt.debug.mi.core",1314379043267
started,bundle,org.eclipse.cdt.dsf.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.ui",1314379043661
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314379044768
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProgressView",1314379044802
error,log,,,"Variable references empty selection: ${container_loc}",1314379044868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379045056
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379046258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379051496
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externalTools.commands.OpenExternalToolsConfigurations",1314379055069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379055078
error,log,,,"Variable references empty selection: ${container_loc}",1314379055092
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379055126
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379056515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379057837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379059594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314379060835
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379066879
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379165870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379170901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314379265093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379265106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379272257
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1314379272963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379273021
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1314379274463
activated,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.ProblemView",1314379274477
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314379279757
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314379285307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379287396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314379356824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314379357116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314379383784
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314379387853
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379387866
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379391425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379391912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379397437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379404949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379407958
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314379418856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314379426739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379426753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379429818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379430463
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379440259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379452324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379459419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379664012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314379667803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380015383
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380024829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380044986
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380048231
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314380061998
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380062010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380066022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380066823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380068068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380089553
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314380090745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1314380105655
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380105669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380113389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380137839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380139920
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314380211219
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380247881
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380254126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380256528
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380267167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380271492
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380271896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380278205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380279065
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380295424
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380308300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1314380312622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380317979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380318623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380321430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380373929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380375071
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380376075
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380377036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380419113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1314380420515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1314380421245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380424555
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380425531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380433995
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380439072
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380443716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314380482519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314380517475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380517486
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380522278
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380522681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380525488
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380553870
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380558868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380562160
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380563225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380581446
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314380582451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381231269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381237102
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314381251206
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381251220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381256405
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381257276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381259087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381657024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381660858
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314381683814
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1314381693999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314381700456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314381748173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1314381754421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381754432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381757866
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381758290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314381761401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383330087
activated,perspective,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.Perspective",1314383332405
activated,view,com.android.ide.eclipse.ddms,12.0.0.v201106281929-138431,"com.android.ide.eclipse.ddms.views.LogCatView",1314383332421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383338992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383341025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383341937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383342684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383343190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383372358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314383388598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314426709608
activated,perspective,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.CPerspective",1314426720369
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314426720983
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1314426724163
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314426728636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.activateEditor",1314426736315
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1314426744156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314426749340
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314426755693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314426761048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314426829364
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1314426890069
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1314426890435
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1314426891454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314426895122
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314426920198
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1314426942343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314426943054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314426944307
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314426954068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314426968657
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314426969929
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314426970594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1314426973766
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1314426975836
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1314426983075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1314427021563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314427026542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314427027344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1314427039176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1314427040571
